Run	group	Protein.Group	Genes	PG.MaxLFQ	n_peptides
msrB2	msrB	P0AGB6	rpoE	24.00638498050253	9
msrB3	msrB	P0AGB6	rpoE	24.120871450231636	9
msrC1	msrC	P0AGB6	rpoE	24.12912623886977	10
msrC3	msrC	P0AGB6	rpoE	24.003573840821325	11
WT1	WT	P0AGC3	slt	25.267977937532127	39
WT2	WT	P0AGC3	slt	25.64128378904014	40
WT3	WT	P0AGC3	slt	25.521700351866418	40
bisC1	bisC	P0AGC3	slt	25.567892381968164	39
bisC2	bisC	P0AGC3	slt	25.469570030040586	38
bisC3	bisC	P0AGC3	slt	25.649817954080557	42
msrA1	msrA	P0AGC3	slt	25.488793240494555	41
msrA2	msrA	P0AGC3	slt	25.31005161583542	40
msrA3	msrA	P0AGC3	slt	25.631844476790274	39
msrB1	msrB	P0AGC3	slt	25.142138382765232	38
msrB2	msrB	P0AGC3	slt	24.9404370930831	37
msrB3	msrB	P0AGC3	slt	25.255236082502588	40
msrC1	msrC	P0AGC3	slt	25.361505037312366	38
msrC3	msrC	P0AGC3	slt	25.050252051282097	39
WT1	WT	P0AGC7	ytjB	21.159678895803292	9
WT2	WT	P0AGC7	ytjB	21.150567287174955	8
WT3	WT	P0AGC7	ytjB	21.227921570253585	9
bisC1	bisC	P0AGC7	ytjB	21.14104907296135	7
bisC2	bisC	P0AGC7	ytjB	21.178934689252642	7
bisC3	bisC	P0AGC7	ytjB	21.18874216060973	9
msrA1	msrA	P0AGC7	ytjB	21.06096089719211	9
msrA2	msrA	P0AGC7	ytjB	21.140501535089818	8
msrA3	msrA	P0AGC7	ytjB	21.16364783353617	9
msrB1	msrB	P0AGC7	ytjB	21.145132355727526	8
msrB2	msrB	P0AGC7	ytjB	21.041191230737947	8
msrB3	msrB	P0AGC7	ytjB	21.11558410729231	9
msrC1	msrC	P0AGC7	ytjB	21.186915809683317	9
msrC3	msrC	P0AGC7	ytjB	21.13471082613931	8
WT1	WT	P0AGD1	sodC	26.003572983035355	13
WT2	WT	P0AGD1	sodC	26.49140259961638	15
WT3	WT	P0AGD1	sodC	26.366741615836908	15
bisC1	bisC	P0AGD1	sodC	26.450908925341427	15
bisC2	bisC	P0AGD1	sodC	25.996547792753223	14
bisC3	bisC	P0AGD1	sodC	26.583719103769578	15
msrA1	msrA	P0AGD1	sodC	26.330513737188806	15
msrA2	msrA	P0AGD1	sodC	25.92157111822779	15
msrA3	msrA	P0AGD1	sodC	26.404113657532392	14
msrB1	msrB	P0AGD1	sodC	25.071859374308957	15
msrB2	msrB	P0AGD1	sodC	24.925951878147558	12
msrB3	msrB	P0AGD1	sodC	25.335543011835767	15
msrC1	msrC	P0AGD1	sodC	25.60217372312105	15
msrC3	msrC	P0AGD1	sodC	25.176206483330294	15
WT1	WT	P0AGD3	sodB	31.65971961889892	13
WT2	WT	P0AGD3	sodB	31.510554003249393	13
WT3	WT	P0AGD3	sodB	31.41314974406789	13
bisC1	bisC	P0AGD3	sodB	31.37804727475299	12
bisC2	bisC	P0AGD3	sodB	31.500255455508768	13
bisC3	bisC	P0AGD3	sodB	31.647415057010896	13
msrA1	msrA	P0AGD3	sodB	31.5191249867108	13
msrA2	msrA	P0AGD3	sodB	31.68398941340079	13
msrA3	msrA	P0AGD3	sodB	31.538585984078583	13
msrB1	msrB	P0AGD3	sodB	31.5122140852805	13
msrB2	msrB	P0AGD3	sodB	31.60097274529862	12
msrB3	msrB	P0AGD3	sodB	31.709443247264602	13
msrC1	msrC	P0AGD3	sodB	31.496695330414237	13
msrC3	msrC	P0AGD3	sodB	31.57104189490143	13
WT1	WT	P0AGD7	ffh	26.355203210022523	29
WT2	WT	P0AGD7	ffh	26.38298240266416	31
WT3	WT	P0AGD7	ffh	26.35607014602551	31
bisC1	bisC	P0AGD7	ffh	26.342114692497226	28
bisC2	bisC	P0AGD7	ffh	26.274578209701893	30
bisC3	bisC	P0AGD7	ffh	26.358699352087946	33
msrA1	msrA	P0AGD7	ffh	26.29984914079684	31
msrA2	msrA	P0AGD7	ffh	26.328579200159975	30
msrA3	msrA	P0AGD7	ffh	26.281920549506072	29
msrB1	msrB	P0AGD7	ffh	26.401487878239784	31
msrB2	msrB	P0AGD7	ffh	26.39401868719514	30
msrB3	msrB	P0AGD7	ffh	26.366376113644055	32
msrC1	msrC	P0AGD7	ffh	26.350378783268418	32
msrC3	msrC	P0AGD7	ffh	26.429821607276534	31
WT1	WT	P0AGE0	ssb	28.50063585598064	14
WT2	WT	P0AGE0	ssb	28.407143781462246	14
WT3	WT	P0AGE0	ssb	28.415252418587624	14
bisC1	bisC	P0AGE0	ssb	28.52704394375175	15
bisC2	bisC	P0AGE0	ssb	28.535757344469417	14
bisC3	bisC	P0AGE0	ssb	28.485056378121094	14
msrA1	msrA	P0AGE0	ssb	28.338655192791364	14
msrA2	msrA	P0AGE0	ssb	28.497453037087226	15
msrA3	msrA	P0AGE0	ssb	28.48065204222535	14
msrB1	msrB	P0AGE0	ssb	28.542273001108224	14
msrB2	msrB	P0AGE0	ssb	28.580534611998708	14
msrB3	msrB	P0AGE0	ssb	28.471536551924256	14
msrC1	msrC	P0AGE0	ssb	28.584917211245568	14
msrC3	msrC	P0AGE0	ssb	28.43372474360538	14
WT1	WT	P0AGE6	chrR	26.92804770736613	11
WT2	WT	P0AGE6	chrR	26.671787016999236	12
WT3	WT	P0AGE6	chrR	26.778638446914098	11
bisC1	bisC	P0AGE6	chrR	26.528917860738645	12
bisC2	bisC	P0AGE6	chrR	26.597833993304928	12
bisC3	bisC	P0AGE6	chrR	26.632145891814293	12
msrA1	msrA	P0AGE6	chrR	26.881324885350836	12
msrA2	msrA	P0AGE6	chrR	27.054330894781927	12
msrA3	msrA	P0AGE6	chrR	26.867765600463706	12
msrB1	msrB	P0AGE6	chrR	26.384430169095015	10
msrB2	msrB	P0AGE6	chrR	26.442237743671683	10
msrB3	msrB	P0AGE6	chrR	26.254858790716046	12
msrC1	msrC	P0AGE6	chrR	26.50847714780178	12
msrC3	msrC	P0AGE6	chrR	26.4883590731898	12
WT1	WT	P0AGE9	sucD	30.10649249463121	27
WT2	WT	P0AGE9	sucD	30.206908977976564	27
WT3	WT	P0AGE9	sucD	30.061722546240723	28
bisC1	bisC	P0AGE9	sucD	30.157835396640955	24
bisC2	bisC	P0AGE9	sucD	30.225154029091858	26
bisC3	bisC	P0AGE9	sucD	30.306604385238032	26
msrA1	msrA	P0AGE9	sucD	30.110555153993634	28
msrA2	msrA	P0AGE9	sucD	29.954911314710248	28
msrA3	msrA	P0AGE9	sucD	30.208948298982634	28
msrB1	msrB	P0AGE9	sucD	30.108080763048108	27
msrB2	msrB	P0AGE9	sucD	29.941174711841306	27
msrB3	msrB	P0AGE9	sucD	30.322900225989304	27
msrC1	msrC	P0AGE9	sucD	29.038433265148928	24
msrC3	msrC	P0AGE9	sucD	29.315583137448034	27
WT1	WT	P0AGF2	csdE	21.907434325207028	9
WT2	WT	P0AGF2	csdE	22.09531975115052	9
WT3	WT	P0AGF2	csdE	22.675501507243013	9
bisC1	bisC	P0AGF2	csdE	22.49675468912672	9
bisC2	bisC	P0AGF2	csdE	21.36674748445982	9
bisC3	bisC	P0AGF2	csdE	22.50029667344427	9
msrA1	msrA	P0AGF2	csdE	22.268250857209498	9
msrA2	msrA	P0AGF2	csdE	21.95853855574468	8
msrA3	msrA	P0AGF2	csdE	22.328056080747253	9
msrB1	msrB	P0AGF2	csdE	21.934381695083854	9
msrB2	msrB	P0AGF2	csdE	22.07380227181836	9
msrB3	msrB	P0AGF2	csdE	22.165056643287485	9
msrC1	msrC	P0AGF2	csdE	22.12104035602122	10
msrC3	msrC	P0AGF2	csdE	22.723469616229476	10
WT1	WT	P0AGF6	tdcB	28.223777985079817	25
WT2	WT	P0AGF6	tdcB	28.050154716170706	27
WT3	WT	P0AGF6	tdcB	28.01011060532388	28
bisC1	bisC	P0AGF6	tdcB	28.550761578567094	27
bisC2	bisC	P0AGF6	tdcB	28.59100134057419	26
bisC3	bisC	P0AGF6	tdcB	28.39795672117017	29
msrA1	msrA	P0AGF6	tdcB	27.62413257591155	25
msrA2	msrA	P0AGF6	tdcB	27.607711609750364	23
msrA3	msrA	P0AGF6	tdcB	27.633661888692117	25
msrB1	msrB	P0AGF6	tdcB	29.049077113322973	28
msrB2	msrB	P0AGF6	tdcB	29.02960654942026	28
msrB3	msrB	P0AGF6	tdcB	28.873100112071885	27
msrC1	msrC	P0AGF6	tdcB	29.17505349386902	30
msrC3	msrC	P0AGF6	tdcB	29.07954044791024	30
WT1	WT	P0AGG0	thiL	22.520676823335442	6
WT2	WT	P0AGG0	thiL	22.486469746016358	5
WT3	WT	P0AGG0	thiL	22.798794913847097	6
bisC1	bisC	P0AGG0	thiL	22.57786799947249	5
bisC2	bisC	P0AGG0	thiL	22.193891521051402	5
bisC3	bisC	P0AGG0	thiL	22.646215567501855	7
msrA1	msrA	P0AGG0	thiL	22.482787650372238	7
msrA2	msrA	P0AGG0	thiL	22.548774764695146	5
msrA3	msrA	P0AGG0	thiL	22.552864892544168	7
msrB1	msrB	P0AGG0	thiL	22.29716985051507	6
msrB2	msrB	P0AGG0	thiL	22.33232876065281	5
msrB3	msrB	P0AGG0	thiL	22.659694144207243	6
msrC1	msrC	P0AGG0	thiL	22.343970880188156	6
msrC3	msrC	P0AGG0	thiL	22.644267238540333	7
WT1	WT	P0AGG2	tesB	24.523158233859597	16
WT2	WT	P0AGG2	tesB	24.479292178535395	16
WT3	WT	P0AGG2	tesB	24.575267785338923	16
bisC1	bisC	P0AGG2	tesB	24.608117289236915	16
bisC2	bisC	P0AGG2	tesB	24.428206419510055	16
bisC3	bisC	P0AGG2	tesB	24.428497424805062	16
msrA1	msrA	P0AGG2	tesB	24.393446759245617	16
msrA2	msrA	P0AGG2	tesB	24.52965323657272	16
msrA3	msrA	P0AGG2	tesB	24.508631042268522	16
msrB1	msrB	P0AGG2	tesB	24.187375332855286	16
msrB2	msrB	P0AGG2	tesB	24.121440716592716	15
msrB3	msrB	P0AGG2	tesB	24.320128722640963	16
msrC1	msrC	P0AGG2	tesB	24.219275335047758	16
msrC3	msrC	P0AGG2	tesB	23.979132520853746	16
WT1	WT	P0AGG4	trxC	23.697825861287697	7
WT2	WT	P0AGG4	trxC	23.704994453108146	8
WT3	WT	P0AGG4	trxC	23.717685939680695	7
bisC1	bisC	P0AGG4	trxC	23.911095971584274	7
bisC2	bisC	P0AGG4	trxC	23.34974920517648	7
bisC3	bisC	P0AGG4	trxC	23.944988396299635	7
msrA1	msrA	P0AGG4	trxC	23.701165672673522	8
msrA2	msrA	P0AGG4	trxC	23.549377994544017	7
msrA3	msrA	P0AGG4	trxC	23.74254803389765	8
msrB1	msrB	P0AGG4	trxC	23.727997812232523	8
msrB2	msrB	P0AGG4	trxC	23.683072245776238	8
msrB3	msrB	P0AGG4	trxC	23.790484724662864	7
msrC1	msrC	P0AGG4	trxC	23.324075453610604	8
msrC3	msrC	P0AGG4	trxC	23.404126914142477	7
WT1	WT	P0AGG8	tldD	25.732670717030555	17
WT2	WT	P0AGG8	tldD	25.82303150299811	18
WT3	WT	P0AGG8	tldD	25.705700931632727	19
bisC1	bisC	P0AGG8	tldD	25.869324993590304	18
bisC2	bisC	P0AGG8	tldD	25.788195980201785	19
bisC3	bisC	P0AGG8	tldD	25.711373321608303	18
msrA1	msrA	P0AGG8	tldD	25.73349576807567	18
msrA2	msrA	P0AGG8	tldD	25.810105887240862	18
msrA3	msrA	P0AGG8	tldD	25.794852109527177	17
msrB1	msrB	P0AGG8	tldD	25.757408729223897	17
msrB2	msrB	P0AGG8	tldD	25.64353012885969	19
msrB3	msrB	P0AGG8	tldD	25.82859393016601	18
msrC1	msrC	P0AGG8	tldD	25.73251380667939	18
msrC3	msrC	P0AGG8	tldD	25.646841908922493	20
WT1	WT	P0AGH1	yhhJ	22.266847863491105	5
WT2	WT	P0AGH1	yhhJ	21.916385834740137	5
WT3	WT	P0AGH1	yhhJ	22.17900821750175	4
bisC1	bisC	P0AGH1	yhhJ	21.960829112399956	4
bisC2	bisC	P0AGH1	yhhJ	21.877134137105177	4
bisC3	bisC	P0AGH1	yhhJ	21.91377573505607	4
msrA1	msrA	P0AGH1	yhhJ	21.792031947414632	4
msrA2	msrA	P0AGH1	yhhJ	22.266680470404506	5
msrA3	msrA	P0AGH1	yhhJ	21.737598489065086	5
msrB1	msrB	P0AGH1	yhhJ	21.666316119061875	4
msrB2	msrB	P0AGH1	yhhJ	22.020126085566147	5
msrB3	msrB	P0AGH1	yhhJ	21.936642521455475	5
msrC1	msrC	P0AGH1	yhhJ	21.923368383766235	5
msrC3	msrC	P0AGH1	yhhJ	21.99676663119963	5
WT1	WT	P0AGH3	sapB	21.905761121889793	5
WT2	WT	P0AGH3	sapB	21.73200704358427	5
WT3	WT	P0AGH3	sapB	21.857112517910913	5
bisC1	bisC	P0AGH3	sapB	21.907440376702496	5
bisC2	bisC	P0AGH3	sapB	21.721370527359774	5
bisC3	bisC	P0AGH3	sapB	21.74954283992403	5
msrA1	msrA	P0AGH3	sapB	21.754598032693444	5
msrA2	msrA	P0AGH3	sapB	21.78469085231707	5
msrA3	msrA	P0AGH3	sapB	21.73269379673086	5
msrB1	msrB	P0AGH3	sapB	21.81102703726652	5
msrB2	msrB	P0AGH3	sapB	21.699168179713297	5
msrB3	msrB	P0AGH3	sapB	21.793244495869594	5
msrC1	msrC	P0AGH3	sapB	22.033508869525726	5
msrC3	msrC	P0AGH3	sapB	21.936779988274854	5
WT1	WT	P0AGH5	sapC	20.822029076010487	2
WT2	WT	P0AGH5	sapC	20.756904734399345	2
WT3	WT	P0AGH5	sapC	20.818269318736437	2
bisC1	bisC	P0AGH5	sapC	20.978178452266505	2
bisC2	bisC	P0AGH5	sapC	20.604453124413112	2
bisC3	bisC	P0AGH5	sapC	20.64987429508452	2
msrA1	msrA	P0AGH5	sapC	20.594907495328428	2
msrA2	msrA	P0AGH5	sapC	20.643285039297567	2
msrA3	msrA	P0AGH5	sapC	20.625357805975636	2
msrB1	msrB	P0AGH5	sapC	20.51312361139768	2
msrB2	msrB	P0AGH5	sapC	20.72306917182111	2
msrB3	msrB	P0AGH5	sapC	20.53999662999817	2
msrC1	msrC	P0AGH5	sapC	21.01276842040055	2
msrC3	msrC	P0AGH5	sapC	20.772404690409456	2
WT1	WT	P0AGI1	rbsC	24.72851844084598	4
WT2	WT	P0AGI1	rbsC	24.45342864723644	4
WT3	WT	P0AGI1	rbsC	24.560321987647292	4
bisC1	bisC	P0AGI1	rbsC	24.764754988903444	4
bisC2	bisC	P0AGI1	rbsC	24.798891991727473	4
bisC3	bisC	P0AGI1	rbsC	24.500691041581526	4
msrA1	msrA	P0AGI1	rbsC	24.623949566508053	4
msrA2	msrA	P0AGI1	rbsC	24.704365419341716	4
msrA3	msrA	P0AGI1	rbsC	24.670962302723126	4
msrB1	msrB	P0AGI1	rbsC	25.039091406309915	4
msrB2	msrB	P0AGI1	rbsC	25.05877756169409	4
msrB3	msrB	P0AGI1	rbsC	24.789197702949608	4
msrC1	msrC	P0AGI1	rbsC	24.97980379573798	4
msrC3	msrC	P0AGI1	rbsC	24.932908931527805	4
WT1	WT	P0AGI4	xylH	20.22414670752734	3
WT2	WT	P0AGI4	xylH	21.04585196218583	5
WT3	WT	P0AGI4	xylH	20.63402299088901	3
bisC1	bisC	P0AGI4	xylH	21.227597730063998	3
bisC2	bisC	P0AGI4	xylH	21.165354496323708	5
bisC3	bisC	P0AGI4	xylH	20.83477819751456	3
msrA1	msrA	P0AGI4	xylH	20.736341850256913	4
msrA2	msrA	P0AGI4	xylH	20.17065876033187	1
msrA3	msrA	P0AGI4	xylH	20.833338233904865	5
msrB1	msrB	P0AGI4	xylH	20.213576539105226	3
msrB2	msrB	P0AGI4	xylH	20.453733320225158	4
msrB3	msrB	P0AGI4	xylH	20.362657940734646	3
msrC1	msrC	P0AGI4	xylH	21.669702345529174	5
msrC3	msrC	P0AGI4	xylH	21.235924089571853	5
WT1	WT	P0AGI8	trkA	23.805388951617488	12
WT2	WT	P0AGI8	trkA	23.941229796370763	15
WT3	WT	P0AGI8	trkA	23.900190669956807	15
bisC1	bisC	P0AGI8	trkA	24.050122158934048	12
bisC2	bisC	P0AGI8	trkA	23.732527676751577	14
bisC3	bisC	P0AGI8	trkA	23.972954990233127	14
msrA1	msrA	P0AGI8	trkA	23.848288636070027	14
msrA2	msrA	P0AGI8	trkA	23.866752104168576	13
msrA3	msrA	P0AGI8	trkA	23.915829334221048	14
msrB1	msrB	P0AGI8	trkA	23.664442076102798	13
msrB2	msrB	P0AGI8	trkA	23.487471209889044	11
msrB3	msrB	P0AGI8	trkA	23.649698139923007	12
msrC1	msrC	P0AGI8	trkA	23.827181898971585	14
msrC3	msrC	P0AGI8	trkA	23.68169019999377	14
WT1	WT	P0AGJ2	trmH	24.05997795544899	11
WT2	WT	P0AGJ2	trmH	24.024082344585963	12
WT3	WT	P0AGJ2	trmH	23.95660276948109	12
bisC1	bisC	P0AGJ2	trmH	23.988022561443177	12
bisC2	bisC	P0AGJ2	trmH	24.077074847156776	12
bisC3	bisC	P0AGJ2	trmH	24.084577447614315	12
msrA1	msrA	P0AGJ2	trmH	24.037816037369584	12
msrA2	msrA	P0AGJ2	trmH	24.15404858020059	12
msrA3	msrA	P0AGJ2	trmH	23.966888865366485	12
msrB1	msrB	P0AGJ2	trmH	24.154162799276413	13
msrB2	msrB	P0AGJ2	trmH	24.092559245243585	12
msrB3	msrB	P0AGJ2	trmH	23.890366988870337	13
msrC1	msrC	P0AGJ2	trmH	24.057488250411385	12
msrC3	msrC	P0AGJ2	trmH	24.193521149490316	12
WT1	WT	P0AGJ5	yfiF	26.11511463243244	21
WT2	WT	P0AGJ5	yfiF	26.24423940562373	26
WT3	WT	P0AGJ5	yfiF	26.123178119484496	23
bisC1	bisC	P0AGJ5	yfiF	26.13211121501227	21
bisC2	bisC	P0AGJ5	yfiF	25.939439951384568	21
bisC3	bisC	P0AGJ5	yfiF	26.24160615764503	26
msrA1	msrA	P0AGJ5	yfiF	26.104420872861414	25
msrA2	msrA	P0AGJ5	yfiF	26.165911846956107	24
msrA3	msrA	P0AGJ5	yfiF	26.203031896039143	23
msrB1	msrB	P0AGJ5	yfiF	26.25458606463067	26
msrB2	msrB	P0AGJ5	yfiF	26.157022128089526	24
msrB3	msrB	P0AGJ5	yfiF	26.324174777005137	22
msrC1	msrC	P0AGJ5	yfiF	26.42900465864421	26
msrC3	msrC	P0AGJ5	yfiF	26.36802560843472	26
WT1	WT	P0AGJ7	trmL	23.59908311535318	12
WT2	WT	P0AGJ7	trmL	23.68987515808678	12
WT3	WT	P0AGJ7	trmL	23.585304476352114	12
bisC1	bisC	P0AGJ7	trmL	23.517244666905338	12
bisC2	bisC	P0AGJ7	trmL	23.468568611250035	12
bisC3	bisC	P0AGJ7	trmL	23.595166406701367	13
msrA1	msrA	P0AGJ7	trmL	23.557399426357836	13
msrA2	msrA	P0AGJ7	trmL	23.564141929090596	13
msrA3	msrA	P0AGJ7	trmL	23.63255707305077	13
msrB1	msrB	P0AGJ7	trmL	23.465168046754847	12
msrB2	msrB	P0AGJ7	trmL	23.605114365270953	12
msrB3	msrB	P0AGJ7	trmL	23.623278593856593	12
msrC1	msrC	P0AGJ7	trmL	23.59854734185566	13
msrC3	msrC	P0AGJ7	trmL	23.70126034466764	12
WT1	WT	P0AGJ9	tyrS	28.009515992102504	26
WT2	WT	P0AGJ9	tyrS	28.022183224147458	27
WT3	WT	P0AGJ9	tyrS	28.03825222786909	26
bisC1	bisC	P0AGJ9	tyrS	27.986301417751555	26
bisC2	bisC	P0AGJ9	tyrS	27.957902996729672	27
bisC3	bisC	P0AGJ9	tyrS	28.02745367323793	29
msrA1	msrA	P0AGJ9	tyrS	27.989815093374673	26
msrA2	msrA	P0AGJ9	tyrS	28.098290279879063	27
msrA3	msrA	P0AGJ9	tyrS	28.009440302685835	28
msrB1	msrB	P0AGJ9	tyrS	27.999122707788523	27
msrB2	msrB	P0AGJ9	tyrS	27.99920935112417	26
msrB3	msrB	P0AGJ9	tyrS	28.096491420852352	27
msrC1	msrC	P0AGJ9	tyrS	28.069290448116572	29
msrC3	msrC	P0AGJ9	tyrS	28.008389808904575	28
WT1	WT	P0AGK1	ubiA	22.487056277594387	6
WT2	WT	P0AGK1	ubiA	22.051064858617945	6
WT3	WT	P0AGK1	ubiA	22.2885073334222	5
bisC1	bisC	P0AGK1	ubiA	22.58693093186206	5
bisC2	bisC	P0AGK1	ubiA	22.43250991474508	5
bisC3	bisC	P0AGK1	ubiA	22.107566539430657	6
msrA1	msrA	P0AGK1	ubiA	22.185043273306373	6
msrA2	msrA	P0AGK1	ubiA	22.64383549667377	5
msrA3	msrA	P0AGK1	ubiA	22.418549706880018	5
msrB1	msrB	P0AGK1	ubiA	22.497032679668305	5
msrB2	msrB	P0AGK1	ubiA	22.540191668680656	5
msrB3	msrB	P0AGK1	ubiA	22.239047660820056	5
msrC1	msrC	P0AGK1	ubiA	22.19726889519934	5
msrC3	msrC	P0AGK1	ubiA	22.090370260781846	5
WT1	WT	P0AGK4	yhbY	26.750360652449757	4
WT2	WT	P0AGK4	yhbY	26.87056358249865	4
WT3	WT	P0AGK4	yhbY	26.8071722157758	4
bisC1	bisC	P0AGK4	yhbY	26.990350531747666	3
bisC2	bisC	P0AGK4	yhbY	26.694249156045217	4
bisC3	bisC	P0AGK4	yhbY	26.78881489640473	5
msrA1	msrA	P0AGK4	yhbY	27.079287012476073	4
msrA2	msrA	P0AGK4	yhbY	26.95380071824977	5
msrA3	msrA	P0AGK4	yhbY	26.830793320220522	5
msrB1	msrB	P0AGK4	yhbY	27.117860567664064	5
msrB2	msrB	P0AGK4	yhbY	26.98724440557823	4
msrB3	msrB	P0AGK4	yhbY	26.683637392783062	5
msrC1	msrC	P0AGK4	yhbY	26.943800038261752	5
msrC3	msrC	P0AGK4	yhbY	27.116695345621835	5
WT1	WT	P0AGK8	iscR	22.82361952602629	2
WT2	WT	P0AGK8	iscR	23.635949779116686	4
WT3	WT	P0AGK8	iscR	23.484263731165335	3
bisC1	bisC	P0AGK8	iscR	23.842027726343105	4
bisC2	bisC	P0AGK8	iscR	23.583125588977893	2
bisC3	bisC	P0AGK8	iscR	23.42404874903373	2
msrA1	msrA	P0AGK8	iscR	22.895569458250936	3
msrA2	msrA	P0AGK8	iscR	22.7757791478324	2
msrA3	msrA	P0AGK8	iscR	23.67863742370087	3
msrB1	msrB	P0AGK8	iscR	23.168918743183113	2
msrB2	msrB	P0AGK8	iscR	23.174302763750436	4
msrB3	msrB	P0AGK8	iscR	23.69904593270115	4
msrC1	msrC	P0AGK8	iscR	22.6863452468787	4
msrC3	msrC	P0AGK8	iscR	22.81220884437744	3
WT1	WT	P0AGL2	tdcF	29.1318279225328	9
WT2	WT	P0AGL2	tdcF	28.981515371127486	8
WT3	WT	P0AGL2	tdcF	29.608473786760225	9
bisC1	bisC	P0AGL2	tdcF	29.349571859054926	8
bisC2	bisC	P0AGL2	tdcF	28.58683555123345	8
bisC3	bisC	P0AGL2	tdcF	29.308277640249973	8
msrA1	msrA	P0AGL2	tdcF	28.941384559207293	7
msrA2	msrA	P0AGL2	tdcF	29.0156415106723	9
msrA3	msrA	P0AGL2	tdcF	29.297348438153286	9
msrB1	msrB	P0AGL2	tdcF	28.88740619805534	9
msrB2	msrB	P0AGL2	tdcF	29.135779415408813	8
msrB3	msrB	P0AGL2	tdcF	29.38456639498726	9
msrC1	msrC	P0AGL2	tdcF	29.44387877823756	9
msrC3	msrC	P0AGL2	tdcF	30.114258006869388	9
WT1	WT	P0AGL5	ratA	24.149063134992954	5
WT2	WT	P0AGL5	ratA	24.06654992770781	5
WT3	WT	P0AGL5	ratA	24.149749754954726	5
bisC1	bisC	P0AGL5	ratA	23.853866051595876	4
bisC2	bisC	P0AGL5	ratA	23.66924548922755	5
bisC3	bisC	P0AGL5	ratA	23.898981879245223	5
msrA1	msrA	P0AGL5	ratA	24.368205497424793	5
msrA2	msrA	P0AGL5	ratA	24.15254418696752	5
msrA3	msrA	P0AGL5	ratA	24.100706125311596	5
msrB1	msrB	P0AGL5	ratA	24.1737207438929	5
msrB2	msrB	P0AGL5	ratA	24.005964737609332	5
msrB3	msrB	P0AGL5	ratA	23.986229796310365	5
msrC1	msrC	P0AGL5	ratA	23.888251431120516	4
msrC3	msrC	P0AGL5	ratA	23.970518101737984	5
WT1	WT	P0AGL7	rsmE	23.44965786427954	12
WT2	WT	P0AGL7	rsmE	23.44075475477083	12
WT3	WT	P0AGL7	rsmE	23.46758366050926	12
bisC1	bisC	P0AGL7	rsmE	23.492156487684777	11
bisC2	bisC	P0AGL7	rsmE	23.380556713688488	10
bisC3	bisC	P0AGL7	rsmE	23.48255392211638	10
msrA1	msrA	P0AGL7	rsmE	23.351359303746552	12
msrA2	msrA	P0AGL7	rsmE	23.417565792322787	12
msrA3	msrA	P0AGL7	rsmE	23.37175830217426	13
msrB1	msrB	P0AGL7	rsmE	23.26132795973023	13
msrB2	msrB	P0AGL7	rsmE	23.293818214602364	12
msrB3	msrB	P0AGL7	rsmE	23.32402379724749	11
msrC1	msrC	P0AGL7	rsmE	23.445366391830476	13
msrC3	msrC	P0AGL7	rsmE	23.331791968034576	13
WT1	WT	P0AGM0	yhhT	23.654627397789667	4
WT2	WT	P0AGM0	yhhT	23.417136310003013	5
WT3	WT	P0AGM0	yhhT	23.364418167298815	5
bisC1	bisC	P0AGM0	yhhT	23.52675950061636	4
bisC2	bisC	P0AGM0	yhhT	23.599116041104455	4
bisC3	bisC	P0AGM0	yhhT	23.435151627988965	4
msrA1	msrA	P0AGM0	yhhT	23.56909616481594	5
msrA2	msrA	P0AGM0	yhhT	23.510190699869266	4
msrA3	msrA	P0AGM0	yhhT	23.724666015995272	5
msrB1	msrB	P0AGM0	yhhT	23.060843342273923	4
msrB2	msrB	P0AGM0	yhhT	23.058455548321227	4
msrB3	msrB	P0AGM0	yhhT	22.97784675430573	5
msrC1	msrC	P0AGM0	yhhT	23.182978490686146	5
msrC3	msrC	P0AGM0	yhhT	23.073104359509067	5
WT1	WT	P0AGM7	uraA	24.413139153247098	2
WT2	WT	P0AGM7	uraA	23.983844465179974	2
WT3	WT	P0AGM7	uraA	24.27338912278166	2
bisC1	bisC	P0AGM7	uraA	24.295974031522473	2
bisC2	bisC	P0AGM7	uraA	24.75774839139871	2
bisC3	bisC	P0AGM7	uraA	23.728863208465285	2
msrA1	msrA	P0AGM7	uraA	23.906938749947102	2
msrA2	msrA	P0AGM7	uraA	24.35396171103488	2
msrA3	msrA	P0AGM7	uraA	24.044556044965763	2
msrB1	msrB	P0AGM7	uraA	24.036465087476508	2
msrB2	msrB	P0AGM7	uraA	24.671531024830333	2
msrB3	msrB	P0AGM7	uraA	24.073712395730887	2
msrC1	msrC	P0AGM7	uraA	23.819462362585185	2
msrC3	msrC	P0AGM7	uraA	24.036575591053317	2
WT1	WT	P0C018	rplR	31.30392996044569	9
WT2	WT	P0C018	rplR	31.23023142995737	9
WT3	WT	P0C018	rplR	31.181007235464833	8
bisC1	bisC	P0C018	rplR	31.394918729716252	8
bisC2	bisC	P0C018	rplR	31.278286525784097	9
bisC3	bisC	P0C018	rplR	31.431535860861853	9
msrA1	msrA	P0C018	rplR	31.13470596995609	8
msrA2	msrA	P0C018	rplR	31.33427574075376	9
msrA3	msrA	P0C018	rplR	31.30040981945849	8
msrB1	msrB	P0C018	rplR	31.491296040181172	8
msrB2	msrB	P0C018	rplR	31.503714633872818	9
msrB3	msrB	P0C018	rplR	31.4387773881205	9
msrC1	msrC	P0C018	rplR	31.42761195752504	9
