Run	group	Protein.Group	Genes	PG.MaxLFQ	n_peptides
bisC2	bisC	P0ABZ4	kdsC	24.374423975172597	6
bisC3	bisC	P0ABZ4	kdsC	24.574502293577364	7
msrA1	msrA	P0ABZ4	kdsC	24.4908416979289	9
msrA2	msrA	P0ABZ4	kdsC	24.61708952425981	9
msrA3	msrA	P0ABZ4	kdsC	24.66951410581782	9
msrB1	msrB	P0ABZ4	kdsC	24.345998160173618	8
msrB2	msrB	P0ABZ4	kdsC	24.733546658708775	9
msrB3	msrB	P0ABZ4	kdsC	24.406962846043967	7
msrC1	msrC	P0ABZ4	kdsC	24.51408940772338	7
msrC3	msrC	P0ABZ4	kdsC	24.99332057780919	9
WT1	WT	P0ABZ6	surA	27.080476161849116	38
WT2	WT	P0ABZ6	surA	27.118080536638285	38
WT3	WT	P0ABZ6	surA	27.007680215958878	39
bisC1	bisC	P0ABZ6	surA	27.026155472106087	39
bisC2	bisC	P0ABZ6	surA	27.014292785294757	38
bisC3	bisC	P0ABZ6	surA	27.105270087592295	38
msrA1	msrA	P0ABZ6	surA	27.07444415109407	38
msrA2	msrA	P0ABZ6	surA	27.04564502689343	36
msrA3	msrA	P0ABZ6	surA	27.046250254062187	42
msrB1	msrB	P0ABZ6	surA	26.94718584689754	41
msrB2	msrB	P0ABZ6	surA	26.99028837429295	42
msrB3	msrB	P0ABZ6	surA	26.979214353557676	42
msrC1	msrC	P0ABZ6	surA	27.096895113449033	41
msrC3	msrC	P0ABZ6	surA	27.01609738197239	40
WT1	WT	P0AC00	frlB	21.68847699322517	2
WT2	WT	P0AC00	frlB	21.442225718723105	1
WT3	WT	P0AC00	frlB	21.663080290803066	2
bisC1	bisC	P0AC00	frlB	21.628073914145304	2
bisC2	bisC	P0AC00	frlB	21.338185916089028	2
bisC3	bisC	P0AC00	frlB	21.579727608453155	2
msrA1	msrA	P0AC00	frlB	19.925583403078235	NA
msrA2	msrA	P0AC00	frlB	17.07716623296673	NA
msrA3	msrA	P0AC00	frlB	16.541733971008263	NA
msrB1	msrB	P0AC00	frlB	18.7390412297161	NA
msrB2	msrB	P0AC00	frlB	20.083163063868845	NA
msrB3	msrB	P0AC00	frlB	19.32567728282053	NA
msrC1	msrC	P0AC00	frlB	21.27954908992567	2
msrC3	msrC	P0AC00	frlB	21.708352359390815	2
WT1	WT	P0AC02	bamD	26.74296479150499	22
WT2	WT	P0AC02	bamD	26.751060287755735	23
WT3	WT	P0AC02	bamD	26.834229915054593	21
bisC1	bisC	P0AC02	bamD	26.90069621413238	22
bisC2	bisC	P0AC02	bamD	26.65638154431077	22
bisC3	bisC	P0AC02	bamD	26.641215092103863	23
msrA1	msrA	P0AC02	bamD	26.522750568021323	23
msrA2	msrA	P0AC02	bamD	26.731467577539785	21
msrA3	msrA	P0AC02	bamD	26.751100752989984	22
msrB1	msrB	P0AC02	bamD	26.74429966072818	24
msrB2	msrB	P0AC02	bamD	26.7812383324445	21
msrB3	msrB	P0AC02	bamD	26.79622472070385	23
msrC1	msrC	P0AC02	bamD	26.800625738153723	23
msrC3	msrC	P0AC02	bamD	26.6536727817188	24
WT1	WT	P0AC05	fliP	19.149783240253765	5
WT2	WT	P0AC05	fliP	19.175327815913445	5
WT3	WT	P0AC05	fliP	19.16715487529599	5
bisC1	bisC	P0AC05	fliP	22.545325331110952	6
bisC2	bisC	P0AC05	fliP	22.7666158490341	6
bisC3	bisC	P0AC05	fliP	22.741893106117534	6
msrA1	msrA	P0AC05	fliP	19.324690242125907	5
msrA2	msrA	P0AC05	fliP	19.198995899015376	5
msrA3	msrA	P0AC05	fliP	18.74284568614291	4
msrB1	msrB	P0AC05	fliP	23.370860580344875	6
msrB2	msrB	P0AC05	fliP	23.398923182759333	6
msrB3	msrB	P0AC05	fliP	23.314118935521297	6
msrC1	msrC	P0AC05	fliP	23.099579287691917	6
msrC3	msrC	P0AC05	fliP	23.391858991617372	6
WT1	WT	P0AC13	folP	24.70437417978926	18
WT2	WT	P0AC13	folP	24.488813339938112	18
WT3	WT	P0AC13	folP	24.578823090064965	17
bisC1	bisC	P0AC13	folP	24.439868920247687	17
bisC2	bisC	P0AC13	folP	24.53985290663682	18
bisC3	bisC	P0AC13	folP	24.429184766796784	18
msrA1	msrA	P0AC13	folP	24.513902611444866	18
msrA2	msrA	P0AC13	folP	24.61760691185308	18
msrA3	msrA	P0AC13	folP	24.47101216824602	18
msrB1	msrB	P0AC13	folP	24.41987109159924	18
msrB2	msrB	P0AC13	folP	24.50060692524075	17
msrB3	msrB	P0AC13	folP	24.60122308815544	17
msrC1	msrC	P0AC13	folP	24.305301822693586	19
msrC3	msrC	P0AC13	folP	24.500719241337944	17
WT1	WT	P0AC16	folB	24.944953109100144	5
WT2	WT	P0AC16	folB	24.815380852550724	5
WT3	WT	P0AC16	folB	25.166849274202374	4
bisC1	bisC	P0AC16	folB	24.763545093696457	4
bisC2	bisC	P0AC16	folB	25.116883455765286	5
bisC3	bisC	P0AC16	folB	25.358237356261245	5
msrA1	msrA	P0AC16	folB	24.813148327492	5
msrA2	msrA	P0AC16	folB	25.048203140654273	4
msrA3	msrA	P0AC16	folB	24.806729850850665	4
msrB1	msrB	P0AC16	folB	25.3017509880826	5
msrB2	msrB	P0AC16	folB	25.395710627128512	4
msrB3	msrB	P0AC16	folB	25.087945121382912	5
msrC1	msrC	P0AC16	folB	24.941321867929066	5
msrC3	msrC	P0AC16	folB	25.526478225152154	5
WT1	WT	P0AC19	folX	25.90319249811748	10
WT2	WT	P0AC19	folX	25.877878628827965	9
WT3	WT	P0AC19	folX	25.92072947133136	10
bisC1	bisC	P0AC19	folX	25.93860274543499	10
bisC2	bisC	P0AC19	folX	25.770312738595045	9
bisC3	bisC	P0AC19	folX	25.831800210231528	11
msrA1	msrA	P0AC19	folX	25.796789219717127	10
msrA2	msrA	P0AC19	folX	25.68456062173197	9
msrA3	msrA	P0AC19	folX	25.865037156062414	10
msrB1	msrB	P0AC19	folX	25.609305121577176	10
msrB2	msrB	P0AC19	folX	25.49703353269143	10
msrB3	msrB	P0AC19	folX	25.853660210139395	9
msrC1	msrC	P0AC19	folX	25.38281199716348	10
msrC3	msrC	P0AC19	folX	25.43906715715097	10
WT1	WT	P0AC23	focA	25.198646017941954	3
WT2	WT	P0AC23	focA	25.08443811960739	3
WT3	WT	P0AC23	focA	25.35374679500457	3
bisC1	bisC	P0AC23	focA	24.984721447850063	1
bisC2	bisC	P0AC23	focA	25.162503506307598	2
bisC3	bisC	P0AC23	focA	25.285473479657103	3
msrA1	msrA	P0AC23	focA	25.02724070655394	3
msrA2	msrA	P0AC23	focA	25.36874955840658	3
msrA3	msrA	P0AC23	focA	25.06049226924214	3
msrB1	msrB	P0AC23	focA	25.258531530247726	4
msrB2	msrB	P0AC23	focA	25.240607205167517	3
msrB3	msrB	P0AC23	focA	25.26503638472437	3
msrC1	msrC	P0AC23	focA	25.685545817851676	3
msrC3	msrC	P0AC23	focA	25.20115279784192	2
WT1	WT	P0AC28	ygfA	19.349995348138354	5
WT2	WT	P0AC28	ygfA	19.526389509332866	6
WT3	WT	P0AC28	ygfA	19.48165792076809	6
bisC1	bisC	P0AC28	ygfA	19.71105103386144	6
bisC2	bisC	P0AC28	ygfA	19.416737234034734	5
bisC3	bisC	P0AC28	ygfA	19.357296407369205	6
msrA1	msrA	P0AC28	ygfA	19.496172453833957	5
msrA2	msrA	P0AC28	ygfA	19.773226454123368	5
msrA3	msrA	P0AC28	ygfA	19.402852292895403	5
msrB1	msrB	P0AC28	ygfA	19.210415255291114	6
msrB2	msrB	P0AC28	ygfA	19.30840902809283	6
msrB3	msrB	P0AC28	ygfA	19.192874914446616	5
msrC1	msrC	P0AC28	ygfA	19.236103266466166	6
msrC3	msrC	P0AC28	ygfA	19.085328516530634	6
WT1	WT	P0AC30	ftsX	26.720674813309373	18
WT2	WT	P0AC30	ftsX	26.640623369106176	17
WT3	WT	P0AC30	ftsX	26.730728215620307	18
bisC1	bisC	P0AC30	ftsX	26.76715092281518	18
bisC2	bisC	P0AC30	ftsX	26.687767686374134	18
bisC3	bisC	P0AC30	ftsX	26.774131925549945	18
msrA1	msrA	P0AC30	ftsX	26.581307600558887	18
msrA2	msrA	P0AC30	ftsX	26.795648606976926	18
msrA3	msrA	P0AC30	ftsX	26.694453325821137	18
msrB1	msrB	P0AC30	ftsX	26.66626670212968	18
msrB2	msrB	P0AC30	ftsX	26.791724701986507	18
msrB3	msrB	P0AC30	ftsX	26.710964566979406	18
msrC1	msrC	P0AC30	ftsX	26.715827440787717	18
msrC3	msrC	P0AC30	ftsX	26.648314897963154	18
WT1	WT	P0AC33	fumA	28.08096224621176	53
WT2	WT	P0AC33	fumA	27.822976867864703	54
WT3	WT	P0AC33	fumA	27.866330091241927	57
bisC1	bisC	P0AC33	fumA	27.843333769902298	54
bisC2	bisC	P0AC33	fumA	27.768613226770633	52
bisC3	bisC	P0AC33	fumA	27.64899385249834	55
msrA1	msrA	P0AC33	fumA	27.652438111933858	54
msrA2	msrA	P0AC33	fumA	27.996942694910082	53
msrA3	msrA	P0AC33	fumA	27.77230228945048	54
msrB1	msrB	P0AC33	fumA	27.75046615607724	53
msrB2	msrB	P0AC33	fumA	27.87271968201861	54
msrB3	msrB	P0AC33	fumA	27.795129253707668	57
msrC1	msrC	P0AC33	fumA	27.26716258423643	52
msrC3	msrC	P0AC33	fumA	27.408699667375565	52
WT1	WT	P0AC38	aspA	30.38765069291934	34
WT2	WT	P0AC38	aspA	30.317738298124276	37
WT3	WT	P0AC38	aspA	30.315106847289222	37
bisC1	bisC	P0AC38	aspA	30.3058976722329	35
bisC2	bisC	P0AC38	aspA	30.266236663220123	36
bisC3	bisC	P0AC38	aspA	30.347716651465568	37
msrA1	msrA	P0AC38	aspA	30.243715580607738	37
msrA2	msrA	P0AC38	aspA	30.49337124804435	37
msrA3	msrA	P0AC38	aspA	30.374501982855087	38
msrB1	msrB	P0AC38	aspA	30.463722296621857	38
msrB2	msrB	P0AC38	aspA	30.460730847052986	36
msrB3	msrB	P0AC38	aspA	30.36715689535567	39
msrC1	msrC	P0AC38	aspA	30.651021243938995	39
msrC3	msrC	P0AC38	aspA	30.674211883717764	38
WT1	WT	P0AC41	sdhA	29.329214660370205	42
WT2	WT	P0AC41	sdhA	29.119145200451044	42
WT3	WT	P0AC41	sdhA	29.201603621816215	42
bisC1	bisC	P0AC41	sdhA	29.39998167215978	41
bisC2	bisC	P0AC41	sdhA	29.228631561236174	40
bisC3	bisC	P0AC41	sdhA	29.127562400667863	44
msrA1	msrA	P0AC41	sdhA	28.941905060276884	43
msrA2	msrA	P0AC41	sdhA	29.097847283926715	41
msrA3	msrA	P0AC41	sdhA	29.1682105773563	44
msrB1	msrB	P0AC41	sdhA	29.35277665030899	44
msrB2	msrB	P0AC41	sdhA	29.34189705437227	41
msrB3	msrB	P0AC41	sdhA	29.37942001416072	42
msrC1	msrC	P0AC41	sdhA	28.176055940473876	41
msrC3	msrC	P0AC41	sdhA	28.21703396944728	41
WT1	WT	P0AC44	sdhD	27.60472570952455	5
WT2	WT	P0AC44	sdhD	27.445653325250106	5
WT3	WT	P0AC44	sdhD	27.516084126032386	5
bisC1	bisC	P0AC44	sdhD	27.644511391182082	5
bisC2	bisC	P0AC44	sdhD	27.719554162891296	5
bisC3	bisC	P0AC44	sdhD	27.52739348252877	5
msrA1	msrA	P0AC44	sdhD	27.241698669444638	5
msrA2	msrA	P0AC44	sdhD	27.468797035683767	5
msrA3	msrA	P0AC44	sdhD	27.494162571360867	5
msrB1	msrB	P0AC44	sdhD	27.77410064943468	5
msrB2	msrB	P0AC44	sdhD	27.75251223828595	5
msrB3	msrB	P0AC44	sdhD	27.78254436883525	5
msrC1	msrC	P0AC44	sdhD	26.4244121044324	5
msrC3	msrC	P0AC44	sdhD	26.400078511627914	5
WT1	WT	P0AC47	frdB	29.34518092900407	18
WT2	WT	P0AC47	frdB	29.297260686645323	17
WT3	WT	P0AC47	frdB	29.292037778097814	17
bisC1	bisC	P0AC47	frdB	29.164959850818956	17
bisC2	bisC	P0AC47	frdB	29.136353157963374	16
bisC3	bisC	P0AC47	frdB	29.244018687467104	17
msrA1	msrA	P0AC47	frdB	29.298417821827876	18
msrA2	msrA	P0AC47	frdB	29.305162495887853	19
msrA3	msrA	P0AC47	frdB	29.209446672234577	17
msrB1	msrB	P0AC47	frdB	29.353832388443383	18
msrB2	msrB	P0AC47	frdB	29.430635924364175	17
msrB3	msrB	P0AC47	frdB	29.22880019880275	16
msrC1	msrC	P0AC47	frdB	29.528048415936905	19
msrC3	msrC	P0AC47	frdB	29.62851584901659	18
WT1	WT	P0AC51	zur	23.888387083292603	7
WT2	WT	P0AC51	zur	23.99832778984541	7
WT3	WT	P0AC51	zur	24.04007629910635	8
bisC1	bisC	P0AC51	zur	24.056815468014086	7
bisC2	bisC	P0AC51	zur	23.685639488772882	7
bisC3	bisC	P0AC51	zur	24.154604134698378	7
msrA1	msrA	P0AC51	zur	24.076487635997527	8
msrA2	msrA	P0AC51	zur	23.881857428623455	7
msrA3	msrA	P0AC51	zur	23.95861731723645	8
msrB1	msrB	P0AC51	zur	24.082200541305816	7
msrB2	msrB	P0AC51	zur	23.835946496378458	8
msrB3	msrB	P0AC51	zur	24.140823375258723	7
msrC1	msrC	P0AC51	zur	24.288972074273666	7
msrC3	msrC	P0AC51	zur	24.36381526953599	8
WT1	WT	P0AC53	zwf	26.849439177159795	40
WT2	WT	P0AC53	zwf	26.81838323526073	40
WT3	WT	P0AC53	zwf	26.81370086314605	40
bisC1	bisC	P0AC53	zwf	26.93447897401116	39
bisC2	bisC	P0AC53	zwf	26.841796487449425	40
bisC3	bisC	P0AC53	zwf	26.868397378975242	39
msrA1	msrA	P0AC53	zwf	26.9243631894827	39
msrA2	msrA	P0AC53	zwf	26.939516982573966	40
msrA3	msrA	P0AC53	zwf	26.892806541010653	40
msrB1	msrB	P0AC53	zwf	26.94251665302343	41
msrB2	msrB	P0AC53	zwf	26.898956977393677	40
msrB3	msrB	P0AC53	zwf	26.93104982720749	42
msrC1	msrC	P0AC53	zwf	26.854741810363503	41
msrC3	msrC	P0AC53	zwf	26.797059558399553	39
WT1	WT	P0AC55	glnK	23.856841237063932	9
WT2	WT	P0AC55	glnK	24.128072537610798	9
WT3	WT	P0AC55	glnK	24.11433697176301	9
bisC1	bisC	P0AC55	glnK	24.515940646525383	9
bisC2	bisC	P0AC55	glnK	24.07518222874411	9
bisC3	bisC	P0AC55	glnK	24.141687760509488	9
msrA1	msrA	P0AC55	glnK	23.194823570408722	9
msrA2	msrA	P0AC55	glnK	23.50162535124837	9
msrA3	msrA	P0AC55	glnK	23.931717790375075	9
msrB1	msrB	P0AC55	glnK	23.850949653091522	9
msrB2	msrB	P0AC55	glnK	23.726194871840516	8
msrB3	msrB	P0AC55	glnK	24.337965371329094	9
msrC1	msrC	P0AC55	glnK	21.62053173291512	7
msrC3	msrC	P0AC55	glnK	21.241094471897277	6
WT1	WT	P0AC59	grxB	28.499304319450264	21
WT2	WT	P0AC59	grxB	28.63232031975399	21
WT3	WT	P0AC59	grxB	28.591132294708782	20
bisC1	bisC	P0AC59	grxB	28.518103351697476	20
bisC2	bisC	P0AC59	grxB	28.340473591842624	21
bisC3	bisC	P0AC59	grxB	28.446940791918927	21
msrA1	msrA	P0AC59	grxB	28.5742968232609	21
msrA2	msrA	P0AC59	grxB	28.68313951383925	19
msrA3	msrA	P0AC59	grxB	28.705968012316735	22
msrB1	msrB	P0AC59	grxB	27.726536973034136	20
msrB2	msrB	P0AC59	grxB	27.603969809600724	19
msrB3	msrB	P0AC59	grxB	27.839438518559547	19
msrC1	msrC	P0AC59	grxB	28.13461855586281	22
msrC3	msrC	P0AC59	grxB	27.772114384420632	22
WT1	WT	P0AC62	grxC	27.781224722717187	5
WT2	WT	P0AC62	grxC	27.820020961064195	6
WT3	WT	P0AC62	grxC	27.94913697373046	5
bisC1	bisC	P0AC62	grxC	28.06775322783213	6
bisC2	bisC	P0AC62	grxC	27.636009652380444	5
bisC3	bisC	P0AC62	grxC	27.916129758150394	5
msrA1	msrA	P0AC62	grxC	27.77288266677626	5
msrA2	msrA	P0AC62	grxC	27.641016922260278	5
msrA3	msrA	P0AC62	grxC	27.868273965992024	5
msrB1	msrB	P0AC62	grxC	27.70261680379785	5
msrB2	msrB	P0AC62	grxC	27.74364172743396	5
msrB3	msrB	P0AC62	grxC	27.956915288844577	5
msrC1	msrC	P0AC62	grxC	27.77949794815589	6
msrC3	msrC	P0AC62	grxC	27.830194285092265	6
WT1	WT	P0AC69	grxD	24.972837050860402	5
WT2	WT	P0AC69	grxD	24.757662949323088	5
WT3	WT	P0AC69	grxD	25.856622902969992	7
bisC1	bisC	P0AC69	grxD	25.89636816142103	7
bisC2	bisC	P0AC69	grxD	24.20462412559266	6
bisC3	bisC	P0AC69	grxD	25.9422838791452	6
msrA1	msrA	P0AC69	grxD	25.12708594207297	5
msrA2	msrA	P0AC69	grxD	25.004002498433618	6
msrA3	msrA	P0AC69	grxD	25.705123792604066	5
msrB1	msrB	P0AC69	grxD	24.381136414591733	6
msrB2	msrB	P0AC69	grxD	24.754030748739435	6
msrB3	msrB	P0AC69	grxD	25.652499055409535	6
msrC1	msrC	P0AC69	grxD	24.909814545987246	7
msrC3	msrC	P0AC69	grxD	26.15084444554097	7
WT1	WT	P0AC73	ebgC	20.3851663472489	5
WT2	WT	P0AC73	ebgC	20.499377562181127	5
WT3	WT	P0AC73	ebgC	20.792210622309323	5
bisC1	bisC	P0AC73	ebgC	20.824721350809572	4
bisC2	bisC	P0AC73	ebgC	20.67340203461337	4
bisC3	bisC	P0AC73	ebgC	20.824622791046476	5
msrA1	msrA	P0AC73	ebgC	19.879473784162457	3
msrA2	msrA	P0AC73	ebgC	19.91241673899627	6
msrA3	msrA	P0AC73	ebgC	20.2668378576184	4
msrB1	msrB	P0AC73	ebgC	20.783741038922596	5
msrB2	msrB	P0AC73	ebgC	20.676662377895656	5
msrB3	msrB	P0AC73	ebgC	20.85933894760978	6
msrC1	msrC	P0AC73	ebgC	20.774340281591773	5
msrC3	msrC	P0AC73	ebgC	20.957874930078926	7
WT1	WT	P0AC75	waaA	23.154907242794454	16
WT2	WT	P0AC75	waaA	23.24398310802501	17
WT3	WT	P0AC75	waaA	23.22031721186841	17
bisC1	bisC	P0AC75	waaA	23.087212250882647	17
bisC2	bisC	P0AC75	waaA	23.120995284781408	15
bisC3	bisC	P0AC75	waaA	23.208334989249806	15
msrA1	msrA	P0AC75	waaA	23.206830748593017	17
msrA2	msrA	P0AC75	waaA	23.163302173434737	17
msrA3	msrA	P0AC75	waaA	23.166216113996168	17
msrB1	msrB	P0AC75	waaA	22.973749821856167	16
msrB2	msrB	P0AC75	waaA	23.055818611380342	16
msrB3	msrB	P0AC75	waaA	23.112166486222883	17
msrC1	msrC	P0AC75	waaA	23.203071637296443	17
msrC3	msrC	P0AC75	waaA	23.30313983766624	16
WT1	WT	P0AC78	wecA	25.24380911917787	4
WT2	WT	P0AC78	wecA	25.032631464691846	5
WT3	WT	P0AC78	wecA	25.07220801958399	4
bisC1	bisC	P0AC78	wecA	25.349481827985617	4
bisC2	bisC	P0AC78	wecA	25.456589669171954	4
bisC3	bisC	P0AC78	wecA	25.293491575117493	5
msrA1	msrA	P0AC78	wecA	24.887025616460814	5
msrA2	msrA	P0AC78	wecA	25.083657536635737	4
msrA3	msrA	P0AC78	wecA	25.08445044719134	5
msrB1	msrB	P0AC78	wecA	25.52428655381666	5
msrB2	msrB	P0AC78	wecA	25.521698315357053	4
msrB3	msrB	P0AC78	wecA	25.41767729516022	4
msrC1	msrC	P0AC78	wecA	25.53483313449668	5
msrC3	msrC	P0AC78	wecA	25.42266831806515	5
WT1	WT	P0AC81	gloA	27.10446646488005	8
WT2	WT	P0AC81	gloA	27.008939080453217	8
WT3	WT	P0AC81	gloA	27.080136830270416	8
bisC1	bisC	P0AC81	gloA	27.09592429126298	8
bisC2	bisC	P0AC81	gloA	27.057068252790437	8
bisC3	bisC	P0AC81	gloA	26.833116313514875	8
msrA1	msrA	P0AC81	gloA	26.930597850070665	8
msrA2	msrA	P0AC81	gloA	27.16085207898239	8
msrA3	msrA	P0AC81	gloA	27.082008666219824	8
msrB1	msrB	P0AC81	gloA	26.92973996717117	9
msrB2	msrB	P0AC81	gloA	26.957435531703446	8
msrB3	msrB	P0AC81	gloA	26.769364911150543	8
msrC1	msrC	P0AC81	gloA	27.106290083550377	9
msrC3	msrC	P0AC81	gloA	26.781885746937746	8
WT1	WT	P0AC84	gloB	25.021246876304897	7
WT2	WT	P0AC84	gloB	25.06080673836623	8
WT3	WT	P0AC84	gloB	25.02057867721213	8
bisC1	bisC	P0AC84	gloB	25.056439928935944	8
bisC2	bisC	P0AC84	gloB	25.013565475522203	7
bisC3	bisC	P0AC84	gloB	25.11178566672312	8
msrA1	msrA	P0AC84	gloB	24.944521374043116	6
msrA2	msrA	P0AC84	gloB	24.922263085976095	7
msrA3	msrA	P0AC84	gloB	25.004191314378232	7
msrB1	msrB	P0AC84	gloB	24.839982135295735	7
msrB2	msrB	P0AC84	gloB	24.917699403403322	7
msrB3	msrB	P0AC84	gloB	25.040204422949017	8
msrC1	msrC	P0AC84	gloB	25.033747122227155	8
msrC3	msrC	P0AC84	gloB	24.999470798327025	8
WT1	WT	P0AC86	glgP	25.719987742985154	46
WT2	WT	P0AC86	glgP	25.76259716712465	48
WT3	WT	P0AC86	glgP	25.749493942608467	49
bisC1	bisC	P0AC86	glgP	25.560363857271184	43
bisC2	bisC	P0AC86	glgP	25.53525223526558	45
bisC3	bisC	P0AC86	glgP	25.555190007033843	47
msrA1	msrA	P0AC86	glgP	25.7556469814392	49
msrA2	msrA	P0AC86	glgP	25.796560020739477	44
msrA3	msrA	P0AC86	glgP	25.745200584573762	49
msrB1	msrB	P0AC86	glgP	25.31587414161902	46
msrB2	msrB	P0AC86	glgP	25.31203053487969	43
msrB3	msrB	P0AC86	glgP	25.292475685922213	46
msrC1	msrC	P0AC86	glgP	25.507539886832767	47
msrC3	msrC	P0AC86	glgP	25.347006811655927	49
WT1	WT	P0AC88	gmd	16.464521570806838	2
WT2	WT	P0AC88	gmd	16.726203500731717	2
WT3	WT	P0AC88	gmd	16.753835859084706	1
bisC1	bisC	P0AC88	gmd	16.80988497483604	2
bisC2	bisC	P0AC88	gmd	17.414058456884472	3
bisC3	bisC	P0AC88	gmd	17.05804590950601	3
msrA1	msrA	P0AC88	gmd	16.518141420877377	3
msrA2	msrA	P0AC88	gmd	16.950293265108513	2
msrA3	msrA	P0AC88	gmd	19.95189784227743	NA
msrB1	msrB	P0AC88	gmd	17.403718112629402	3
msrB2	msrB	P0AC88	gmd	17.43870252588995	3
msrB3	msrB	P0AC88	gmd	16.80739550939228	2
msrC1	msrC	P0AC88	gmd	17.93366208403631	NA
msrC3	msrC	P0AC88	gmd	16.803825539294596	NA
WT1	WT	P0AC92	gnsA	24.02481434703557	5
WT2	WT	P0AC92	gnsA	23.94787268347948	5
WT3	WT	P0AC92	gnsA	24.27051519796081	5
bisC1	bisC	P0AC92	gnsA	24.111863493840467	5
bisC2	bisC	P0AC92	gnsA	23.64226338438013	4
bisC3	bisC	P0AC92	gnsA	24.058870354258787	5
msrA1	msrA	P0AC92	gnsA	24.21854091738951	5
msrA2	msrA	P0AC92	gnsA	23.929221470171324	5
msrA3	msrA	P0AC92	gnsA	23.95889330250814	5
msrB1	msrB	P0AC92	gnsA	23.948146720441784	5
msrB2	msrB	P0AC92	gnsA	24.161669803299457	5
msrB3	msrB	P0AC92	gnsA	24.18432436368568	5
msrC1	msrC	P0AC92	gnsA	23.916257710996465	5
msrC3	msrC	P0AC92	gnsA	24.251724668263698	5
WT1	WT	P0AC94	gntP	21.55944232803184	3
WT2	WT	P0AC94	gntP	21.298169712620002	2
WT3	WT	P0AC94	gntP	21.665731460331276	3
bisC1	bisC	P0AC94	gntP	21.65234849737181	2
bisC2	bisC	P0AC94	gntP	21.614220516126704	3
bisC3	bisC	P0AC94	gntP	21.743678087441282	4
msrA1	msrA	P0AC94	gntP	21.433766888224316	3
msrA2	msrA	P0AC94	gntP	21.58703775525991	3
msrA3	msrA	P0AC94	gntP	21.53197059553626	4
msrB1	msrB	P0AC94	gntP	22.217149967181694	4
msrB2	msrB	P0AC94	gntP	22.11250584488397	3
msrB3	msrB	P0AC94	gntP	22.182144716010644	3
msrC1	msrC	P0AC94	gntP	22.23150524404536	4
msrC3	msrC	P0AC94	gntP	22.28515327234183	4
WT1	WT	P0AC96	gntU	19.844963346924686	6
WT2	WT	P0AC96	gntU	19.571032517762944	6
WT3	WT	P0AC96	gntU	19.70458093201746	6
bisC1	bisC	P0AC96	gntU	19.679773873008696	5
bisC2	bisC	P0AC96	gntU	20.146850642075776	6
bisC3	bisC	P0AC96	gntU	19.817886442583468	6
msrA1	msrA	P0AC96	gntU	19.915976819561994	6
msrA2	msrA	P0AC96	gntU	19.849454353701052	4
msrA3	msrA	P0AC96	gntU	19.691368677235776	6
msrB1	msrB	P0AC96	gntU	19.91245474983399	6
msrB2	msrB	P0AC96	gntU	20.20996925851699	6
msrB3	msrB	P0AC96	gntU	20.00040977645599	6
msrC1	msrC	P0AC96	gntU	20.03202520582153	6
msrC3	msrC	P0AC96	gntU	19.874563611470762	6
WT1	WT	P0ACA1	yibF	25.212945311091815	10
WT2	WT	P0ACA1	yibF	25.879014705362426	12
WT3	WT	P0ACA1	yibF	25.698195849476036	11
bisC1	bisC	P0ACA1	yibF	26.064514346000436	10
bisC2	bisC	P0ACA1	yibF	25.552933238683888	10
bisC3	bisC	P0ACA1	yibF	26.129648085005574	11
msrA1	msrA	P0ACA1	yibF	25.276860329918495	12
msrA2	msrA	P0ACA1	yibF	25.042809758537224	11
msrA3	msrA	P0ACA1	yibF	25.687789680658966	10
msrB1	msrB	P0ACA1	yibF	25.158396737814662	11
msrB2	msrB	P0ACA1	yibF	24.9663568814995	9
msrB3	msrB	P0ACA1	yibF	25.58185935046876	8
msrC1	msrC	P0ACA1	yibF	25.144325742000127	11
msrC3	msrC	P0ACA1	yibF	24.78038807842596	11
WT1	WT	P0ACA3	sspA	28.859847637219058	19
WT2	WT	P0ACA3	sspA	28.74019456391311	19
WT3	WT	P0ACA3	sspA	28.771862194728655	19
bisC1	bisC	P0ACA3	sspA	28.810767931346955	17
bisC2	bisC	P0ACA3	sspA	28.681229402456314	18
bisC3	bisC	P0ACA3	sspA	28.727859084656174	19
msrA1	msrA	P0ACA3	sspA	28.621138237777494	19
msrA2	msrA	P0ACA3	sspA	28.8725384001242	19
msrA3	msrA	P0ACA3	sspA	28.706114553547383	19
msrB1	msrB	P0ACA3	sspA	28.69308363421382	19
msrB2	msrB	P0ACA3	sspA	28.722457769280233	19
msrB3	msrB	P0ACA3	sspA	28.761026559848894	18
msrC1	msrC	P0ACA3	sspA	28.753168996598554	18
msrC3	msrC	P0ACA3	sspA	28.64316842546786	19
WT1	WT	P0ACA7	gstB	26.419189714836296	14
WT2	WT	P0ACA7	gstB	26.47381807434838	13
WT3	WT	P0ACA7	gstB	26.39869346703412	12
bisC1	bisC	P0ACA7	gstB	26.44345984163867	14
bisC2	bisC	P0ACA7	gstB	26.38281463517291	14
bisC3	bisC	P0ACA7	gstB	26.45407935873049	14
msrA1	msrA	P0ACA7	gstB	26.665487945226886	14
msrA2	msrA	P0ACA7	gstB	26.580162169519994	14
msrA3	msrA	P0ACA7	gstB	26.661182352579047	14
msrB1	msrB	P0ACA7	gstB	26.12933128921057	14
msrB2	msrB	P0ACA7	gstB	26.08149969183086	13
msrB3	msrB	P0ACA7	gstB	26.01712103644096	14
