Protein.Group	log2fc	ci_l	ci_r	mean_abundance	pval	adj_pval	comparison
P0ADN0	-0.1060665057749759	-0.2908124879771884	0.07867947642723658	21.202896730516873	0.23162415112475465	0.3774258630890709	WT_vs_msrC
P17952	-0.07116878252655212	-0.19514377911895983	0.05280621406585559	24.937124391842104	0.23167212993292774	0.3774258630890709	WT_vs_msrC
P0A8A8	-0.11544238704435372	-0.3165755508953132	0.08569077680660578	26.38879525029594	0.23174618641796849	0.3774258630890709	WT_vs_msrC
P40874	0.06940286197679058	-0.05202328096171495	0.19082900491529609	24.495703521679275	0.23357056148084876	0.3801933242315476	WT_vs_msrC
P0AAG5	-0.11968282070275649	-0.32945495022589827	0.0900893088203853	21.080762659121216	0.23435634704337666	0.3812681684501186	WT_vs_msrC
P76177	0.09066728714584826	-0.06832597155638404	0.24966054584808056	27.95075937892028	0.23456984939677744	0.3814113281523845	WT_vs_msrC
P27253	-0.26837882975798877	-0.7396001432539452	0.2028424837379676	22.00372787761118	0.23512225690975116	0.38210510093515176	WT_vs_msrC
P38684	0.13887239310527377	-0.1057872640832779	0.3835320502938254	23.057022243842457	0.23660402235696837	0.3843076557684804	WT_vs_msrC
P04951	0.06775973989646644	-0.05226021386093824	0.18777969365387112	26.46485170347862	0.23896349420436439	0.3879327237644569	WT_vs_msrC
P76143	0.21024353303164034	-0.16260220301346978	0.5830892690767504	26.599790152752426	0.2394945941701862	0.3885873313845146	WT_vs_msrC
P46850	0.10747112666953385	-0.08338632873841073	0.2983285820774784	23.77363644619643	0.2401130970784159	0.38938297866665206	WT_vs_msrC
P06987	0.10276307183530164	-0.07981945714391422	0.28534560081451754	24.319472004852603	0.24032058862854233	0.3895116100491414	WT_vs_msrC
P76576	-0.14275962092655803	-0.3967030297006692	0.11118378784755312	26.19021020088406	0.2408368719770815	0.39014032725924874	WT_vs_msrC
P42624	0.14362851228212392	-0.11207254062366295	0.3993295651879108	19.76858837515031	0.24120219613243735	0.39052396060014766	WT_vs_msrC
P77432	0.32318611428253874	-0.25302090210615913	0.8993931306712366	24.661388565091436	0.24184538698970712	0.39135683230123536	WT_vs_msrC
P0A9M2	-0.12213323507114637	-0.34032599984223755	0.09605952969994477	26.355570452464434	0.2427395243936318	0.3925946858074758	WT_vs_msrC
P39288	0.13665596093331445	-0.10787142705203906	0.38118334891866795	22.9273745061308	0.2434431753356101	0.3935233031089995	WT_vs_msrC
P10902	0.11084579184581145	-0.08826742967107809	0.309959013362701	20.641918847265316	0.24515449444114318	0.3960789519439841	WT_vs_msrC
P0AB74	-0.5328551644513446	-1.491408468489778	0.4256981395870886	17.179316123415525	0.2457923893130781	0.39689855001192575	WT_vs_msrC
P0AF56	-0.21219626735710406	-0.5940312876258209	0.16963875291161273	22.38414554752573	0.24592581452278858	0.39690310692233377	WT_vs_msrC
P0A881	-0.7279596131710981	-2.040074290629956	0.5841550642877595	21.70189727560734	0.24666648488012938	0.3978871802286163	WT_vs_msrC
P37624	0.13264877289593713	-0.10710122481788156	0.3723987706097558	22.92277919242138	0.24788177365234176	0.3996235277887355	WT_vs_msrC
P46022	0.19469571192373536	-0.15729672111820758	0.5466881449656783	20.053939512968697	0.2480059142512521	0.3996235277887355	WT_vs_msrC
P0AFC3	0.1454199773602589	-0.11798385220480667	0.4088238069253245	26.87971631051584	0.24884476803362343	0.400762718629667	WT_vs_msrC
P77608	0.11641652873806407	-0.09469394198922279	0.3275269994653509	19.915789651047984	0.24935298146905036	0.40136849082862497	WT_vs_msrC
P10408	0.07325134920648324	-0.05986658449971666	0.20636928291268314	27.170924900901177	0.2503001170057172	0.40267975414524854	WT_vs_msrC
P76129	-0.340922465119494	-0.9608025044518792	0.27895757421289125	19.46120534148552	0.25053666495998855	0.4027556391909201	WT_vs_msrC
P0AG30	-0.09110538914463717	-0.2567853648630557	0.07457458657378133	28.468972130746693	0.2506123440967522	0.4027556391909201	WT_vs_msrC
P0A7N1	0.2550638993683094	-0.20909474737236644	0.7192225461089853	18.742928184888093	0.25091081764833856	0.403022185429863	WT_vs_msrC
P00582	0.07105597300702016	-0.05861658979885079	0.2007285358128911	26.624366544334908	0.25217123080307685	0.40483273661413127	WT_vs_msrC
P0ACA3	0.09246608758708064	-0.07676444637903401	0.2616966215531953	28.740318385084198	0.25345228722517016	0.4066744988792461	WT_vs_msrC
P37615	0.10985310410912774	-0.09138914627770123	0.3110953544959567	22.561433569469063	0.253873827682898	0.40713591679595096	WT_vs_msrC
P27302	-0.0746089912479242	-0.2115459717976512	0.062327989301802805	29.714591277218293	0.2547189980367404	0.40826668337771505	WT_vs_msrC
P0AEB5	0.15751727765389845	-0.1317777436898569	0.4468122989976538	21.67851615528178	0.2550100456377702	0.40826668337771505	WT_vs_msrC
P28305	0.11231474761564186	-0.09399059003256194	0.31862008526384566	22.832944823364862	0.2550726637761962	0.40826668337771505	WT_vs_msrC
Q6BF17	-0.18596680725552872	-0.5275933147529274	0.15565970024186992	21.42110052140066	0.25511629869505786	0.40826668337771505	WT_vs_msrC
P77272	-0.13629243596858132	-0.3868077733450089	0.11422290140784624	21.703813514096332	0.2553696674375478	0.4084570628119515	WT_vs_msrC
P0AGL7	0.06408624658735818	-0.05385253457878751	0.18202502775350388	23.393591080909857	0.2559139695613409	0.40911233745234876	WT_vs_msrC
P0ADF8	0.7884754970153125	-0.6639486239507553	2.2408996179813805	21.96023250867814	0.2563393743443115	0.40957694985928633	WT_vs_msrC
P0ACS9	-0.1463376318662739	-0.41607911855959145	0.12340385482704364	21.702375320682467	0.2566342205724079	0.4098325782025999	WT_vs_msrC
P0AG14	0.10148199733443164	-0.08581695579040857	0.2887809504592719	26.691319170528224	0.2572052636960318	0.4104473143384918	WT_vs_msrC
P0A840	-0.09045107426902632	-0.2574223071185229	0.07652015858047026	23.94168960974702	0.25728928391405953	0.4104473143384918	WT_vs_msrC
P0AFU2	-0.15097379448985393	-0.4302923147854892	0.12834472580578132	21.774870614076352	0.25828899178407366	0.41182594230419717	WT_vs_msrC
P31063	0.14292323320310985	-0.12244471664895223	0.4082911830551719	25.76698869759336	0.25988520291242656	0.41415371350333735	WT_vs_msrC
P76469	0.1977795844606831	-0.16958062736080343	0.5651397962821696	20.821725368272205	0.26005554387248847	0.41418743692028426	WT_vs_msrC
P0ABU5	-0.21568897414030275	-0.6164247670444283	0.18504681876382284	26.639794414832586	0.26017894606147507	0.41418743692028426	WT_vs_msrC
P18775	0.0684945742406029	-0.05895517582764598	0.19594432430885178	27.306577688618386	0.2608529181865019	0.41488097082328396	WT_vs_msrC
P37326	-0.08451384566238218	-0.2417832686498106	0.07275557732504623	21.525682739026188	0.26088763910605317	0.41488097082328396	WT_vs_msrC
P0AB67	-0.055362605533026965	-0.1584388016858388	0.047713590619784876	26.330916076702376	0.26112053648490363	0.4150341581472919	WT_vs_msrC
P64499	-0.31740841800240105	-0.909077093747891	0.27426025774308893	20.00390792523759	0.26165613758515766	0.41566806174662524	WT_vs_msrC
P38521	0.2924449069037358	-0.2538072335540933	0.8386970473615649	24.417105990753207	0.2625753401543647	0.41691037551155397	WT_vs_msrC
P04425	0.066384270492442	-0.05767740767512197	0.19044594866000597	26.21812614295006	0.26280642102348345	0.41705938041272383	WT_vs_msrC
P0A823	-0.0912399748110353	-0.2618122862381335	0.07933233661606293	22.756919689058204	0.26296256431941245	0.4170893700243708	WT_vs_msrC
P0ABZ4	-0.18132857686447323	-0.520603074332341	0.15794592060339452	24.546522049352323	0.2633367570717414	0.41746499986490465	WT_vs_msrC
P0A9B6	-0.06657215726749754	-0.19123069001220977	0.058086375477214694	24.380712798909865	0.26369328490484073	0.41781224860574084	WT_vs_msrC
P0AA41	-0.07013353225080365	-0.20170469505712774	0.06143763055552043	25.671300284886062	0.2645276139556301	0.4189157992762689	WT_vs_msrC
P76053	0.2689260785530081	-0.23616940567204203	0.7740215627780582	22.32629969868196	0.26505146768919385	0.4195267762018021	WT_vs_msrC
P08312	-0.06319173882775075	-0.18202623251154343	0.055642754856041934	28.56435356232627	0.26561293770028205	0.42019662554458986	WT_vs_msrC
P0A9M8	-0.08776254415555584	-0.2532753880698316	0.07775029975871989	29.075645235234312	0.26689949497154153	0.42201226077966425	WT_vs_msrC
P0A759	0.1452762438184898	-0.12957996073524486	0.42013244837222447	26.974615364523903	0.2683411820244807	0.4240711659762854	WT_vs_msrC
P0AES4	0.07204441043919729	-0.06447357352025704	0.20856239439865162	27.744256572304206	0.2690463793794591	0.42478917189206455	WT_vs_msrC
P0ABC3	0.08663389295197987	-0.07761464022885142	0.2508824261328112	27.410144049433544	0.2692793243320113	0.42478917189206455	WT_vs_msrC
P0AAB6	0.10499533565069541	-0.09409165987228665	0.30408233117367744	27.804238490073867	0.2693408859415576	0.42478917189206455	WT_vs_msrC
P0AAH8	0.07331481598538048	-0.06570536825008577	0.21233500022084673	24.65794268313558	0.26935463449687674	0.42478917189206455	WT_vs_msrC
P0ABH9	0.10038888450093353	-0.09013021095379156	0.29090797995565865	29.509599885964604	0.26973599266879933	0.42508627179982855	WT_vs_msrC
P04982	-0.2920996207528468	-0.8467101067003249	0.2625108651946313	24.796651692669894	0.2699483587596457	0.42508627179982855	WT_vs_msrC
P0AFR0	0.0661338552622297	-0.059438681611811955	0.19170639213627136	22.95215812616042	0.2699626536932113	0.42508627179982855	WT_vs_msrC
P64467	-0.5815539981514455	-1.688831589156711	0.52572359285382	20.214540018137757	0.27120673804306533	0.4268240688311111	WT_vs_msrC
P0ACT6	-0.11197561734278239	-0.3254301236256277	0.1014788889400629	24.355512553800853	0.27174334546057144	0.4272872765084325	WT_vs_msrC
P32681	-0.16295805936917773	-0.47362502885385194	0.14770891011549647	21.56329017991876	0.2717822657093781	0.4272872765084325	WT_vs_msrC
P0ACM5	-0.07661302944040216	-0.22278684860027667	0.06956078971947235	23.110204993601137	0.27214441646603094	0.4275329317322748	WT_vs_msrC
P39452	0.3378515595507352	-0.306859819029615	0.9825629381310854	21.13237822617301	0.27221988249488377	0.4275329317322748	WT_vs_msrC
P09831	0.19130926221203381	-0.17412712751014892	0.5567456519342165	25.450952625160348	0.2726745255559054	0.4280257660973122	WT_vs_msrC
P0A8X4	0.6692082736852534	-0.6098638165066683	1.948280363877175	17.8227830959135	0.2729433059520408	0.42822648775851935	WT_vs_msrC
P76185	-0.08274890667907187	-0.24106435609248833	0.0755665427343446	21.526239345749893	0.2733887063280103	0.4287039620902081	WT_vs_msrC
P77396	-0.7733895298179618	-2.25787892644229	0.7110998668063662	17.881398971126476	0.2748674221644543	0.430800462072087	WT_vs_msrC
P0A7V0	-0.08482213779231174	-0.24773536160841572	0.07809108602379225	31.26839405458403	0.2751474250286525	0.43101702302168815	WT_vs_msrC
P33195	-0.07261165452068852	-0.21232705280077463	0.0671037437593976	29.12593276633819	0.27597298638377915	0.43208753509546877	WT_vs_msrC
P28634	0.08607698022581545	-0.07981792480165048	0.2519718852532814	23.453272486615553	0.2767125432620651	0.432566312521552	WT_vs_msrC
P23882	0.07773624408228841	-0.07217067898398272	0.22764316714855953	25.82488508239927	0.27697594144604254	0.432566312521552	WT_vs_msrC
P0ADM0	0.15709645979432096	-0.14591216928633566	0.4601050888749776	20.2799273529705	0.2770704633720179	0.432566312521552	WT_vs_msrC
P39264	-0.3975358938223046	-1.164418701991143	0.36934691434653377	17.198462720888315	0.2771373979412461	0.432566312521552	WT_vs_msrC
P11349	0.17520830367229223	-0.16289690045986976	0.5133135078044542	26.42893665597566	0.27728841826195216	0.432566312521552	WT_vs_msrC
P0AFW2	0.23488757600502552	-0.21839142592213995	0.688166577932191	28.393370111245066	0.2772971802512574	0.432566312521552	WT_vs_msrC
P06992	-0.09792761491637236	-0.2869510298701915	0.09109580003744677	25.525788383014476	0.2774067825178545	0.432566312521552	WT_vs_msrC
P0ABQ2	0.194578155625301	-0.18101247727581948	0.5701687885264215	27.241046551089703	0.2774174870366913	0.432566312521552	WT_vs_msrC
P37747	0.0770578597815259	-0.07180128411797546	0.22591700368102727	27.50176958029233	0.2777706809333632	0.4328949227469184	WT_vs_msrC
P0A937	-0.09454054987308425	-0.2775341784119195	0.08845307866575103	27.382161489275425	0.27866917073028263	0.4340725832133926	WT_vs_msrC
P0AG59	0.15090370741502923	-0.1425601753434793	0.4443675901735378	30.385538593633516	0.28080094809941386	0.4371690990133805	WT_vs_msrC
P0AE34	0.1603823896533818	-0.15312949721663666	0.47389427652340027	23.456730527950025	0.2831509788999924	0.4404827646166071	WT_vs_msrC
P42641	-0.08959172092169254	-0.26474986035467774	0.08556641851129262	25.896084576140673	0.2832192570124549	0.4404827646166071	WT_vs_msrC
P0AB06	0.2973185016099258	-0.2860806777873721	0.8807176810072237	17.902210518386095	0.2848783392759219	0.442836456807942	WT_vs_msrC
P0AEB0	0.3507505501577519	-0.3379848309335559	1.0394859312490596	21.04926049337073	0.28520389335186813	0.4431158649776724	WT_vs_msrC
P0A7M2	-0.11276750376786282	-0.33458045895695954	0.10904545142123392	30.65538176551965	0.2859902132709069	0.4441105049209433	WT_vs_msrC
P37657	0.18800930071492772	-0.18221731514911516	0.5582359165789705	22.7274772025707	0.28649999156736916	0.4444766889559823	WT_vs_msrC
P77257	0.19979501380406717	-0.19366590186940824	0.5932559294775426	23.878367147352282	0.2865300865185069	0.4444766889559823	WT_vs_msrC
P0ABF6	0.061438803035805734	-0.059589775318349913	0.18246738138996138	26.478308798624177	0.2866647944566388	0.4444766889559823	WT_vs_msrC
P0A6X3	-0.38550355053470753	-1.145165162382549	0.3741580613131339	28.45172899913296	0.28681882110467355	0.4444887288817455	WT_vs_msrC
P0A9S5	0.12729367396462976	-0.1240661172171193	0.3786534651463788	28.148573078573055	0.2877616378710279	0.44553664302300966	WT_vs_msrC
P02930	0.08127385122088882	-0.07922248542378649	0.24177018786556412	28.073321804455514	0.28778822976445145	0.44553664302300966	WT_vs_msrC
P09372	0.0890365463817453	-0.08738374694565101	0.2654568397091416	28.530143328180117	0.28932969597239544	0.4476949827189968	WT_vs_msrC
P39310	0.08208723935559803	-0.08091133782751844	0.2450858165387145	24.791560251338858	0.2903060148545328	0.4489770886223538	WT_vs_msrC
P0A962	-0.08612763318854277	-0.2573359951519778	0.08508072877489226	28.10597560051523	0.29080521705667495	0.4495117791815387	WT_vs_msrC
P0A7L0	0.07124138397201918	-0.07041952987200695	0.2129022978160453	31.68361333897642	0.29094757145445427	0.4495117791815387	WT_vs_msrC
P45527	0.0985418128646387	-0.09768385788149406	0.29476748361077143	23.003807187804103	0.2915977993221618	0.4502874553557163	WT_vs_msrC
P30745	0.11180532866105963	-0.11110435922815584	0.33471501655027514	22.134387304147477	0.2921571959882833	0.4507690389080955	WT_vs_msrC
P41052	0.17563394098423046	-0.17477926109309666	0.5260471430615576	23.460807024643163	0.2924790724124616	0.4507690389080955	WT_vs_msrC
P03835	-0.12173639493641275	-0.3646458075289699	0.12117301765614444	23.468875164023647	0.2925337392396079	0.4507690389080955	WT_vs_msrC
P0AFW4	-0.12378376759391685	-0.3708063489107059	0.12323881372287221	25.672092447526886	0.2925854132099046	0.4507690389080955	WT_vs_msrC
P67826	0.06290651793884905	-0.06267078131649101	0.1884838171941891	24.15966878364087	0.2927355746254502	0.4507690389080955	WT_vs_msrC
P16692	0.2599181659766856	-0.2590167910867338	0.778853123040105	22.43430882414589	0.2927996323805793	0.4507690389080955	WT_vs_msrC
P11072	-0.20007761250117184	-0.6002137344280728	0.20005850942572911	23.30917985192439	0.2935720042366938	0.4516696480494715	WT_vs_msrC
P45545	-0.29600251421410384	-0.8881213955102053	0.2961163670819976	13.889258327482233	0.2936818771127857	0.4516696480494715	WT_vs_msrC
P76142	0.2707789504698077	-0.2716659904331489	0.8132238913727643	25.87258829560624	0.2943430853060915	0.45245758029601013	WT_vs_msrC
Q46798	0.08184707223329113	-0.08243341785412928	0.24612756232071153	23.415682753809556	0.2952310399208268	0.45357381720290685	WT_vs_msrC
P0AA89	-0.30190832095307485	-0.9081171090756532	0.30430046716950354	21.79022599758619	0.2954043336558466	0.45357381720290685	WT_vs_msrC
P0A8M0	0.0784042939645957	-0.07913000948839277	0.23593859741758416	28.110485316775474	0.2957082724212594	0.45357381720290685	WT_vs_msrC
P42907	-0.2299194383216019	-0.6919368194845406	0.23209794284133678	20.45689429556011	0.2957582063806	0.45357381720290685	WT_vs_msrC
P0AAJ1	-0.10344649685010054	-0.31134565167638173	0.10445265797618061	25.837625838617466	0.2958155003936036	0.45357381720290685	WT_vs_msrC
P06966	0.07230725480254563	-0.07328258149227757	0.21789709109736882	24.03688301155546	0.29667251408888506	0.4546584822572475	WT_vs_msrC
P0A7R1	0.06994508965762591	-0.07172530922215539	0.21161548853740722	31.65883268258471	0.29938891337555146	0.4585901752763613	WT_vs_msrC
P77808	-0.07895825351053531	-0.23895982676543442	0.0810433197443638	25.974450501966977	0.29960530909208355	0.4586904455067214	WT_vs_msrC
P02413	0.0820790984679185	-0.08436068614959075	0.24851888308542774	31.54398336048975	0.29991999991813306	0.45877645883276724	WT_vs_msrC
P0A731	-0.2575074822577861	-0.7797298993495829	0.26471493483401076	26.17853335133094	0.29996341681497485	0.45877645883276724	WT_vs_msrC
P76575	-0.308050380449604	-0.9332045064485505	0.3171037455493425	24.50052888667813	0.30028010012338596	0.4590297908827817	WT_vs_msrC
P45464	0.06829962374670728	-0.07050996689451569	0.20710921438793026	25.434139465288617	0.300952072600501	0.4596916921347038	WT_vs_msrC
P45955	0.08754833185406596	-0.09040624276707485	0.2655029064752068	25.70220727295743	0.30101561939719	0.4596916921347038	WT_vs_msrC
P0ACD4	-0.15565137084627523	-0.47222470626801183	0.16092196457546137	27.62463806506644	0.30129056650781205	0.45988047795943787	WT_vs_msrC
P0AFY2	0.09927633761894228	-0.10371386330130161	0.30226653853918617	21.57470793556474	0.30373139200199395	0.4632542246282928	WT_vs_msrC
Q46814	0.1277342767173124	-0.13348610394481264	0.38895465737943746	28.07977269239547	0.3038057484975938	0.4632542246282928	WT_vs_msrC
P33915	-0.11727732540984803	-0.35732117252218604	0.12276652170248997	22.10647357804648	0.30420457013802343	0.46346398076342127	WT_vs_msrC
